Date/Time,Wind Speed (m/s),LV ActivePower (kW),Theoretical_Power_Curve (KWh),Wind Direction (°),,,
03 12 2018 16:50,7.97,1270.609009,1512.957282,124.6897964,,,7.97
03 12 2018 17:00,7.52,1127.865967,1266.185941,126.2213974,,,7.52
03 12 2018 17:10,7.55,1173.595947,1285.213421,123.9501038,,,7.55
03 12 2018 17:20,6.23,611.8380737,703.130165,121.6248016,,,6.23
03 12 2018 17:30,6.3,606.4354858,730.0774053,123.4577026,,,6.3
03 12 2018 17:40,5.68,487.7809143,521.473374,119.6046982,,,5.68
03 12 2018 17:50,6.44,656.1513062,782.5356923,120.748497,,,6.44
03 12 2018 18:00,6.47,642.5610962,794.1212729,123.9093018,,,6.47
03 12 2018 18:10,6.02,511.975708,631.6529564,125.7574997,,,6.02
03 12 2018 18:20,5.62,416.890686,503.2218365,126.3070984,,,5.62
03 12 2018 18:30,5.21,324.5227966,389.262957,127.2714996,,,5.21
03 12 2018 18:40,4.62,201.9414978,248.1608069,124.9688034,,,4.62
03 12 2018 18:50,4.68,206.1678009,260.1423193,118.3722992,,,4.68
03 12 2018 19:00,5.64,412.985199,510.331362,117.9486008,,,5.64
03 12 2018 19:10,5.8,514.6882935,561.0124206,117.5037994,,,5.8
03 12 2018 19:20,3.8,146.3038025,92.15189627,104.5902023,,,3.8
03 12 2018 19:30,5.83,626.9633179,568.9981964,114.1501999,,,5.83
03 12 2018 19:40,7.58,1256.371948,1298.22507,120.5731964,,,7.58
03 12 2018 19:50,8.39,1590.619019,1761.151098,120.6311035,,,8.39
03 12 2018 20:00,7.85,1191.547974,1444.105072,120.0269012,,,7.85
03 12 2018 20:10,6.49,649.1619263,803.7032619,121.8934021,,,6.49
03 12 2018 20:20,6.38,769.7299805,760.9310185,118.239502,,,6.38
03 12 2018 20:30,6.45,789.4429932,786.3833513,116.8444977,,,6.45
03 12 2018 20:40,7.81,1214.312012,1421.140237,120.2343979,,,7.81
03 12 2018 20:50,8.14,1289.369019,1608.901041,119.3582993,,,8.14
03 12 2018 21:00,6.54,768.7125244,820.780074,117.9751968,,,6.54
03 12 2018 21:10,5.37,415.6655884,433.0446366,118.1938019,,,5.37
03 12 2018 21:20,4.84,357.6553955,296.7945666,116.9445038,,,4.84
03 12 2018 21:30,4.64,267.4656982,252.1560364,118.180397,,,4.64
03 12 2018 21:40,4.47,244.1977997,215.7888232,117.2027969,,,4.47
03 12 2018 21:50,5.48,432.5259094,463.4517891,115.8984985,,,5.48
03 12 2018 22:00,5,328.0031128,337.1383435,117.780899,,,5
03 12 2018 22:10,5.53,472.3977966,478.8651705,116.7818985,,,5.53
03 12 2018 22:20,0,49.85654068,0,108.2610016,,,2.83
03 12 2018 22:30,0,80.28401947,37.77862825,115.6519012,,,3.36
03 12 2018 22:40,0,26.72410011,18.25060056,93.88744354,,,3.06
03 12 2018 22:50,0,127.8094025,48.24080386,108.1718979,,,3.47
03 12 2018 23:00,0,61.36249924,22.72961967,105.6807022,,,3.15
03 12 2018 23:10,0,75.75398254,25.56406334,105.3783035,,,3.2
03 12 2018 23:20,4.32,301.0768127,184.1267176,101.9676971,,,4.32
03 12 2018 23:30,6.48,838.1248169,798.4769736,103.021698,,,6.48
03 12 2018 23:40,7.8,1433.562988,1419.638772,104.3781967,,,7.8
03 12 2018 23:50,7.04,1182.406982,1032.727674,104.2955017,,,7.04
04 12 2018 00:00,5.75,762.3311768,545.044675,92.17577362,,,5.75
04 12 2018 00:10,5.41,658.4301758,442.5213529,89.98246002,,,5.41
04 12 2018 00:20,5.3,650.2327271,414.5548566,87.92632294,,,5.3
04 12 2018 00:30,5.89,792.3635864,588.004157,95.22812653,,,5.89
04 12 2018 00:40,7,1226.628052,1014.266483,100.9651031,,,7
04 12 2018 00:50,7.26,1256.151978,1136.46555,102.5740967,,,7.26
04 12 2018 01:00,6.62,993.7938843,852.2676961,102.4716034,,,6.62
04 12 2018 01:10,7.59,1523.662964,1305.389848,109.9212036,,,7.59
04 12 2018 01:20,10.11,2605.797119,2861.504978,115.1417999,,,10.11
04 12 2018 01:30,10.94,2923.905029,3252.291357,116.3259964,,,10.94
04 12 2018 01:40,11.74,3119.537109,3476.3628,117.2070999,,,11.74
04 12 2018 01:50,10.95,2820.593994,3255.448412,116.2860031,,,10.95
04 12 2018 02:00,7.61,1548.55603,1313.995876,114.4807968,,,7.61
04 12 2018 02:10,5.82,630.1326904,566.1145095,106.3975983,,,5.82
04 12 2018 02:20,7.98,1418.218018,1515.740805,109.1231003,,,7.98
04 12 2018 02:30,8.29,1694.718018,1701.855617,108.9835968,,,8.29
04 12 2018 02:40,7.65,1377.410034,1335.6781,106.2742004,,,7.65
04 12 2018 02:50,7.01,1060.762939,1022.741489,104.046402,,,7.01
04 12 2018 03:00,7.55,1247.026001,1282.297543,104.9449005,,,7.55
04 12 2018 03:10,7.54,1178.687988,1276.80931,104.896698,,,7.54
04 12 2018 03:20,6.65,903.6503296,866.2603819,104.5175018,,,6.65
04 12 2018 03:30,6.78,904.3546753,921.9645114,105.1399994,,,6.78
04 12 2018 03:40,7.02,935.5487061,1024.32688,104.8562012,,,7.02
04 12 2018 03:50,6.59,830.0601807,839.7049108,106.7657013,,,6.59
04 12 2018 04:00,8.01,1540.506958,1538.175736,108.6939011,,,8.01
04 12 2018 04:10,9,1984.072998,2141.206857,114.5343018,,,9
04 12 2018 04:20,6.08,671.7539063,652.4880357,105.8367004,,,6.08
04 12 2018 04:30,5.67,608.1901245,520.7623652,101.2422028,,,5.67
04 12 2018 04:40,5.7,649.7631226,528.2787995,100.3884964,,,5.7
04 12 2018 04:50,5.15,487.2388916,373.4181753,102.9377975,,,5.15
04 12 2018 05:00,5.98,737.071228,617.5102801,102.0923996,,,5.98
04 12 2018 05:10,6.13,817.2711792,667.4842319,100.4926987,,,6.13
04 12 2018 05:20,6.54,903.2047119,820.5178701,98.69451141,,,6.54
04 12 2018 05:30,7,1159.958984,1014.163564,102.8377991,,,7
04 12 2018 05:40,7.08,1137.057983,1052.24718,105.4561005,,,7.08
04 12 2018 05:50,6.51,1086.614014,810.4581984,96.58875275,,,6.51
04 12 2018 06:00,6.43,1063.452026,779.0169552,97.85076141,,,6.43
04 12 2018 06:10,5.86,816.878418,580.1601006,93.83058167,,,5.86
04 12 2018 06:20,5.81,868.6834106,562.041972,93.64573669,,,5.81
04 12 2018 06:30,5.66,844.2617188,517.6438059,83.86353302,,,5.66
04 12 2018 06:40,7.24,1118.270996,1125.420023,77.98280334,,,7.24
04 12 2018 06:50,6.2,900.5308838,695.0683664,79.05886841,,,6.2
04 12 2018 07:00,5.05,656.0552979,347.1395464,89.38269806,,,5.05
04 12 2018 07:10,4.93,675.3416748,320.0208773,90.0663681,,,4.93
04 12 2018 07:20,5.92,751.7077026,598.0947824,80.69828796,,,5.92
04 12 2018 07:30,5.88,835.6904297,584.5703613,80.58061218,,,5.88
04 12 2018 07:40,6.79,823.7512817,925.8315506,77.56323242,,,6.79
04 12 2018 07:50,7.62,1012.843994,1319.503055,76.97557831,,,7.62
04 12 2018 08:00,7.83,1135.52002,1432.956103,76.57364655,,,7.83
04 12 2018 08:10,7.72,1142.876953,1371.301795,75.43314362,,,7.72
04 12 2018 08:20,7.28,1092.552979,1145.549114,72.34809113,,,7.28
04 12 2018 08:30,7.59,1192.939941,1304.281523,71.68359375,,,7.59
04 12 2018 08:40,7.98,1366.588989,1518.519774,70.24358368,,,7.98
04 12 2018 08:50,8.04,1414.365967,1551.290239,70.5905838,,,8.04
04 12 2018 09:00,8,1380.280029,1531.634973,69.08820343,,,8
04 12 2018 09:10,7.83,1289.244019,1435.941774,70.57083893,,,7.83
04 12 2018 09:20,7.87,1311.128052,1457.019125,72.61994171,,,7.87
04 12 2018 09:30,7.71,1267.454956,1369.764353,72.34690857,,,7.71
04 12 2018 09:40,7.72,1266.249023,1372.778341,73.47427368,,,7.72
04 12 2018 09:50,7.93,1318.362061,1489.218408,76.87552643,,,7.93
04 12 2018 10:00,7.19,1036.75,1102.193485,74.84378815,,,7.19
04 12 2018 10:10,7.44,1134.515991,1229.275354,69.95252991,,,7.44
04 12 2018 10:20,7.18,1061.029053,1101.000213,70.54608917,,,7.18
04 12 2018 10:30,7.47,1156.020996,1241.496852,68.71040344,,,7.47
04 12 2018 10:40,7.36,1143.505981,1184.173893,69.46630859,,,7.36
04 12 2018 10:50,7.43,1155.267944,1221.766431,69.35842896,,,7.43
04 12 2018 11:00,7.31,1086.446045,1162.131677,69.27451324,,,7.31
04 12 2018 11:10,6.72,843.5214844,895.4754794,68.51454926,,,6.72
04 12 2018 11:20,6.73,824.1663818,897.2448415,71.8632431,,,6.73
04 12 2018 11:30,5.91,583.0684204,594.3836136,72.65116882,,,5.91
04 12 2018 11:40,5.81,684.4155884,562.1945893,75.98635864,,,5.81
04 12 2018 11:50,7.5,1467.692993,1256.709353,79.02603912,,,7.5
04 12 2018 12:00,7.17,1458.411987,1096.071761,80.06598663,,,7.17
04 12 2018 12:10,6.67,1167.649048,875.4036716,82.60785675,,,6.67
04 12 2018 12:20,5.9,920.3792114,590.2757859,83.55238342,,,5.9
04 12 2018 12:30,7.58,1460.910034,1301.641651,79.38362885,,,7.58
04 12 2018 12:40,8.02,1594.300049,1540.023668,79.03058624,,,8.02
04 12 2018 12:50,9.76,2401.019043,2636.470397,73.78983307,,,9.76
04 12 2018 13:00,9.99,2381.974121,2788.579495,74.4224472,,,9.99
04 12 2018 13:10,8.46,1644.628052,1802.900287,72.11976624,,,8.46
04 12 2018 13:20,8.05,1420.040039,1555.998508,69.36482239,,,8.05
04 12 2018 13:30,7.86,1333.890991,1450.304816,67.15348053,,,7.86
04 12 2018 13:40,8.44,1531.890991,1788.079358,68.15220642,,,8.44
04 12 2018 14:50,0,0,0,0,,,0
04 12 2018 15:00,7.64,0,1333.079094,0,,,7.64
04 12 2018 15:20,6.41,0,771.6220882,0,,,6.41
04 12 2018 15:30,7.03,255.501297,1030.784041,68.31781006,,,7.03
04 12 2018 15:40,8.34,1561.636963,1728.917798,67.55825043,,,8.34
04 12 2018 15:50,8.03,1440.667969,1544.619627,68.26753235,,,8.03
04 12 2018 16:00,8.12,1479.129028,1598.908752,68.62017822,,,8.12
04 12 2018 16:10,8.24,1550.368042,1667.54113,67.76442719,,,8.24
04 12 2018 16:20,7.38,1150.333008,1198.731812,68.96111298,,,7.38
04 12 2018 16:30,7.64,1252.904053,1330.330461,66.99697876,,,7.64
04 12 2018 16:40,7.55,1193.311035,1282.645277,65.82491302,,,7.55
04 12 2018 16:50,6.56,733.7709961,828.4751617,72.48075867,,,6.56
04 12 2018 17:00,6.07,586.6201172,647.9712744,73.72667694,,,6.07
04 12 2018 17:10,6.24,645.6112061,708.3701374,73.11653137,,,6.24
04 12 2018 17:20,6.23,602.6713257,703.4048847,69.38056946,,,6.23
04 12 2018 17:30,6.48,713.3079834,798.005507,67.88037109,,,6.48
04 12 2018 17:40,6.8,828.6107178,926.9362343,70.96304321,,,6.8
04 12 2018 17:50,7.17,993.1591797,1095.483082,73.91433716,,,7.17
04 12 2018 18:00,6.93,898.1464233,984.0097755,72.18959808,,,6.93
04 12 2018 18:10,6.78,843.3981934,919.1517279,70.5092392,,,6.78
04 12 2018 18:20,6.59,789.369812,841.7054259,72.62106323,,,6.59
04 12 2018 18:30,6.97,888.2957764,1003.940853,74.95175934,,,6.97
04 12 2018 18:40,6.21,657.2720947,695.4499916,77.18379211,,,6.21
04 12 2018 18:50,6.21,608.0668945,698.5296706,75.63291168,,,6.21
04 12 2018 19:00,6.09,572.663208,655.4540965,71.91531372,,,6.09
04 12 2018 19:10,6.13,580.4451294,668.3749981,71.06495667,,,6.13
04 12 2018 19:20,5.76,477.6630859,546.2595924,71.10601044,,,5.76
04 12 2018 19:30,5.32,351.6830139,419.0332604,70.49337006,,,5.32
04 12 2018 19:40,5.98,528.3842163,617.4540072,68.33992767,,,5.98
04 12 2018 19:50,5.61,427.4413147,500.9306478,72.29669952,,,5.61
04 12 2018 20:00,5.44,372.4661865,453.0852319,73.96703339,,,5.44
04 12 2018 20:10,4.85,321.5089111,299.6895939,76.8030777,,,4.85
04 12 2018 20:20,4.22,267.3839111,165.2703802,83.91047668,,,4.22
04 12 2018 20:30,4.74,77.70094299,274.5033432,94.75016022,,,4.74
04 12 2018 20:40,5.27,0,405.7852503,92.36519623,,,5.27
04 12 2018 20:50,5.35,0,426.6819833,99.22737885,,,5.35
04 12 2018 21:00,4.26,0,173.0634081,99.83161163,,,4.26
04 12 2018 21:10,5.28,0,407.5466818,92.15260315,,,5.28
04 12 2018 21:20,5.98,0,618.0696564,85.23782349,,,5.98
04 12 2018 21:30,0,0,0,0,,,0
04 12 2018 21:40,6.44,0,783.8886574,0,,,6.44
04 12 2018 21:50,6.77,0,914.7958347,87.07608032,,,6.77
04 12 2018 22:00,6.79,0,923.81152,82.88860321,,,6.79
04 12 2018 22:10,6.89,0,969.2832654,78.69241333,,,6.89
04 12 2018 22:20,6.74,0,904.9388405,77.34438324,,,6.74
04 12 2018 22:30,6.49,0,801.4285319,79.12042999,,,6.49
04 12 2018 22:40,6.81,0,934.6771052,81.72518921,,,6.81
04 12 2018 22:50,6.69,0,880.5000633,82.15537262,,,6.69
04 12 2018 23:00,6.66,0,868.8096696,80.97271729,,,6.66
04 12 2018 23:10,6.25,0,712.3384,76.16558838,,,6.25
04 12 2018 23:20,5.91,0,596.3024407,63.6044693,,,5.91
04 12 2018 23:30,6.18,0,687.9733816,59.46007919,,,6.18
04 12 2018 23:40,5.92,0,598.1118853,66.16956329,,,5.92
04 12 2018 23:50,5.49,0,466.9867072,68.10153198,,,5.49
05 12 2018 00:00,5.72,0,534.3064178,71.41081238,,,5.72
05 12 2018 00:10,5.42,0,446.6466223,65.17931366,,,5.42
05 12 2018 00:20,5.13,0,369.5288351,59.87490845,,,5.13
05 12 2018 00:30,5.87,0,580.7801893,55.13652039,,,5.87
05 12 2018 00:40,5.88,0,585.6459817,55.3653183,,,5.88
05 12 2018 00:50,5.93,0,602.5609107,56.16873932,,,5.93
05 12 2018 01:00,5.76,0,548.298876,59.90599823,,,5.76
05 12 2018 01:10,5.59,0,495.980066,62.92763901,,,5.59
05 12 2018 01:20,6.02,0,630.6561196,68.2204895,,,6.02
05 12 2018 01:30,6.17,0,681.6465505,73.0582428,,,6.17
05 12 2018 01:40,7.04,0,1036.363924,75.20121765,,,7.04
05 12 2018 01:50,6.09,0,653.4008144,65.88575745,,,6.09
05 12 2018 02:00,5.74,0,542.1626475,68.39174652,,,5.74
05 12 2018 02:10,6.88,0,962.1865197,75.18695831,,,6.88
05 12 2018 02:20,7.52,0,1266.964036,78.84903717,,,7.52
05 12 2018 02:30,7.97,0,1512.416901,80.97673035,,,7.97
05 12 2018 02:40,7.98,0,1518.10164,80.84947205,,,7.98
05 12 2018 02:50,7.42,0,1215.34632,77.97952271,,,7.42
05 12 2018 03:00,7.53,0,1273.776182,78.57128143,,,7.53
05 12 2018 03:10,6.94,0,991.2597464,77.35360718,,,6.94
05 12 2018 03:20,7.21,0,1114.489909,74.96027374,,,7.21
05 12 2018 03:30,7.52,0,1267.941696,70.01869202,,,7.52
05 12 2018 03:40,6.62,0,854.9731792,66.18295288,,,6.62
05 12 2018 03:50,6.81,0,931.3762333,60.46789932,,,6.81
05 12 2018 04:00,6.54,0,821.9250352,64.13757324,,,6.54
05 12 2018 04:10,6.84,0,945.9504515,53.77357864,,,6.84
05 12 2018 04:20,6.69,0,881.1131666,49.36511993,,,6.69
05 12 2018 04:30,6.69,0,881.9743801,38.03662872,,,6.69
05 12 2018 04:40,6.85,0,948.2376298,39.19205856,,,6.85
05 12 2018 04:50,6.55,0,824.1223378,34.03052139,,,6.55
05 12 2018 05:00,7.16,0,1087.877129,35.97903061,,,7.16
05 12 2018 05:10,7.44,0,1229.033353,36.77711105,,,7.44
05 12 2018 05:20,7.6,0,1308.810546,29.21323967,,,7.6
05 12 2018 05:30,9.06,0,2183.869702,29.20999908,,,9.06
05 12 2018 05:40,10.09,0,2847.587558,34.76575851,,,10.09
05 12 2018 05:50,10.54,0,3086.458248,27.86297035,,,10.54
05 12 2018 06:00,12.61,0,3586.53448,24.81991959,,,12.61
05 12 2018 06:10,12.11,0,3537.835412,26.29290009,,,12.11
05 12 2018 06:20,14.04,0,3600,23.07139015,,,14.04
05 12 2018 06:30,11.77,0,3481.717742,0,,,11.77
05 12 2018 06:40,14.29,0,3600,22.00547981,,,14.29
05 12 2018 06:50,13.67,0,3600,25.09353065,,,13.67
05 12 2018 07:00,11.91,0,3507.67662,25.25575066,,,11.91
05 12 2018 07:10,13.54,0,3600,27.10438919,,,13.54
05 12 2018 07:20,11.37,0,3387.173844,24.73209,,,11.37
05 12 2018 07:30,11.88,0,3502.544679,21.85207939,,,11.88
05 12 2018 07:40,13.16,0,3600,23.55780983,,,13.16
05 12 2018 07:50,15.01,0,3600,25.88187027,,,15.01
05 12 2018 08:00,12,0,3521.732133,19.1742897,,,12
05 12 2018 08:10,14.51,0,3600,23.99617004,,,14.51
05 12 2018 08:20,14.11,0,3600,24.52979088,,,14.11
05 12 2018 08:30,15.11,0,3600,28.08530045,,,15.11
05 12 2018 08:40,14.9,0,3600,29.31390953,,,14.9
05 12 2018 08:50,14.67,0,3600,25.69462967,,,14.67
05 12 2018 09:00,14.38,0,3600,24.25481033,,,14.38
05 12 2018 09:10,15.91,0,3600,28.15107918,,,15.91
05 12 2018 09:20,14.84,0,3600,31.93502998,,,14.84
05 12 2018 09:30,13.8,0,3600,32.14934921,,,13.8
05 12 2018 09:40,11.41,0,3398.463837,30.80377007,,,11.41
05 12 2018 09:50,12.74,0,3592.65235,16.58386993,,,12.74
05 12 2018 10:00,15.16,0,3600,15.78530025,,,15.16
05 12 2018 10:10,13.42,0,3600,20.02038956,,,13.42
05 12 2018 10:20,14.32,0,3600,28.97611046,,,14.32
05 12 2018 10:30,16.43,0,3600,28.38941956,,,16.43
05 12 2018 10:40,14.74,0,3600,26.85644913,,,14.74
05 12 2018 10:50,14.25,0,3600,29.43337059,,,14.25
05 12 2018 11:00,12.45,0,3574.867445,32.10256958,,,12.45
05 12 2018 11:10,11.81,0,3488.781245,35.65884018,,,11.81
05 12 2018 11:20,12.97,0,3597.804658,30.77506065,,,12.97
05 12 2018 11:30,14.46,0,3600,24.13633919,,,14.46
05 12 2018 11:40,12.11,0,3537.454786,23.55351067,,,12.11
05 12 2018 11:50,11.74,0,3474.837082,26.1860199,,,11.74
05 12 2018 12:00,12.26,0,3557.023406,23.44750977,,,12.26
05 12 2018 12:10,13.76,0,3600,28.59830093,,,13.76
05 12 2018 12:20,14.72,0,3600,24.25081062,,,14.72
05 12 2018 12:30,12.76,0,3593.564518,22.3180809,,,12.76
05 12 2018 12:40,12.58,0,3584.324283,20.92635918,,,12.58
05 12 2018 12:50,13.64,0,3600,18.09968948,,,13.64
05 12 2018 13:00,13.86,0,3600,24.9684391,,,13.86
05 12 2018 13:10,10.14,0,2878.036712,40.04111099,,,10.14
05 12 2018 13:20,11.34,1445.975952,3379.480908,40.40938187,,,11.34
05 12 2018 13:30,12.92,3594.583008,3597.383768,39.88742065,,,12.92
05 12 2018 13:40,13.52,3598.033936,3600,38.39162064,,,13.52
05 12 2018 13:50,13.29,3570.728027,3600,37.52312088,,,13.29
05 12 2018 14:00,13.92,3600.547119,3600,36.80134964,,,13.92
05 12 2018 14:10,13.45,3596.512939,3600,39.41046906,,,13.45
05 12 2018 14:20,12.29,3553.406006,3559.784562,38.33335114,,,12.29
05 12 2018 14:30,11.62,3458.584961,3450.541854,34.46371841,,,11.62
05 12 2018 14:40,10.04,2751.229004,2814.88141,38.09107971,,,10.04
05 12 2018 14:50,9.26,2501.8479,2314.676258,27.51794052,,,9.26
05 12 2018 15:00,11.01,3290.201904,3275.441897,24.99885941,,,11.01
05 12 2018 15:10,12.38,3547.351074,3568.81153,20.70778084,,,12.38
05 12 2018 15:20,11.19,3392.937988,3334.424688,25.38579941,,,11.19
05 12 2018 15:30,12.25,3556.340088,3556.078707,23.32188988,,,12.25
05 12 2018 15:40,12.69,3558.873047,3590.759956,23.17712021,,,12.69
05 12 2018 15:50,12.07,3509.021973,3532.278561,26.64345932,,,12.07
05 12 2018 16:00,11.97,3531.197998,3517.565584,25.3164196,,,11.97
05 12 2018 16:10,11.86,3545.166992,3499.248383,21.62784958,,,11.86
05 12 2018 16:20,13.26,3601.184082,3600,19.58523941,,,13.26
05 12 2018 16:30,13.31,3588.416016,3600,21.85061073,,,13.31
05 12 2018 16:40,12.37,3590.413086,3568.368315,20.38419914,,,12.37
05 12 2018 16:50,12.86,3593.623047,3596.443324,20.54768944,,,12.86
05 12 2018 17:00,11.83,3467.452881,3493.44852,24.92136002,,,11.83
05 12 2018 17:10,11.58,3509.486084,3441.768446,21.09666061,,,11.58
05 12 2018 17:20,11.52,3339.233887,3426.929889,24.2889595,,,11.52
05 12 2018 17:30,10.74,3294.310059,3173.146264,21.71154022,,,10.74
05 12 2018 17:40,11.77,3509.589111,3481.999722,21.45401001,,,11.77
05 12 2018 17:50,12.7,3599.97998,3590.859728,19.60866928,,,12.7
05 12 2018 18:00,12.51,3526.281982,3579.611722,21.07164001,,,12.51
05 12 2018 18:10,11.52,3448.202881,3425.731781,22.63658905,,,11.52
05 12 2018 18:20,12.39,3538.216064,3570.373173,20.4542408,,,12.39
05 12 2018 18:30,11.03,3267.239014,3281.551694,26.4995594,,,11.03
05 12 2018 18:40,11.93,3527.562988,3511.290341,22.17831993,,,11.93
05 12 2018 18:50,12.15,3386.983887,3543.430039,25.42494965,,,12.15
05 12 2018 19:00,11.09,3347.460938,3302.848427,23.59433937,,,11.09
05 12 2018 19:10,12.05,3544.158936,3528.801455,21.76707077,,,12.05
05 12 2018 19:20,12.02,3427.455078,3524.419142,23.82551003,,,12.02
05 12 2018 19:30,11.37,3499.158936,3387.805666,19.5249691,,,11.37
05 12 2018 19:40,12.1,3583.779053,3536.944546,19.38824081,,,12.1
05 12 2018 19:50,12.12,3551.093018,3539.369261,20.12602997,,,12.12
05 12 2018 20:00,11.19,3518.554932,3335.632052,18.76663971,,,11.19
05 12 2018 20:10,12.92,3593.702881,3597.366956,17.54731941,,,12.92
05 12 2018 20:20,12.58,3573.663086,3584.61213,18.41670036,,,12.58
05 12 2018 20:30,13.41,3597.839111,3600,18.00938988,,,13.41
05 12 2018 20:40,12.74,3569.403076,3592.542178,19.83003998,,,12.74
05 12 2018 20:50,12.3,3537.058105,3561.462129,19.19300079,,,12.3
05 12 2018 21:00,11.87,3547.521973,3500.572732,19.27658081,,,11.87
05 12 2018 21:10,12.46,3581.056885,3575.814953,16.07943916,,,12.46
05 12 2018 21:20,12.08,3491.448975,3533.631289,16.62862015,,,12.08
05 12 2018 21:30,13.75,3601.825928,3600,13.89486027,,,13.75
05 12 2018 21:40,14.14,3601.510986,3600,13.69598007,,,14.14
05 12 2018 21:50,13.31,3595.702881,3600,11.99454975,,,13.31
05 12 2018 22:00,12.71,3594.535889,3591.656151,9.854280472,,,12.71
05 12 2018 22:10,13.18,3584.301025,3600,9.809733391,,,13.18
05 12 2018 22:20,12.76,3579.375,3593.618417,10.61104965,,,12.76
05 12 2018 22:30,13.68,3601.570068,3600,10.04601955,,,13.68
05 12 2018 22:40,15,3601.138916,3600,10.53334045,,,15
05 12 2018 22:50,15.05,3601.349121,3600,10.90007019,,,15.05
05 12 2018 23:00,15.6,3601.76001,3600,11.29625988,,,15.6
05 12 2018 23:10,15.16,3601.118896,3600,10.61015034,,,15.16
05 12 2018 23:20,15.3,3601.238037,3600,12.19754982,,,15.3
05 12 2018 23:30,16.37,3601.362061,3600,10.62534046,,,16.37
05 12 2018 23:40,15.83,3601.436035,3600,12.54197025,,,15.83
05 12 2018 23:50,15.03,3601.399902,3600,12.28269005,,,15.03
06 12 2018 00:00,15.66,3601.053955,3600,11.0594902,,,15.66
06 12 2018 00:10,15.22,3601.552979,3600,13.73505974,,,15.22
06 12 2018 00:20,14.74,3601.520996,3600,13.97208023,,,14.74
06 12 2018 00:30,14.56,3601.606934,3600,14.81569004,,,14.56
06 12 2018 00:40,15.49,3600.766113,3600,17.79972076,,,15.49
06 12 2018 00:50,15.49,3601.246094,3600,16.92550087,,,15.49
06 12 2018 01:00,15.1,3592.968994,3600,16.86631012,,,15.1
06 12 2018 01:10,14.11,3596.180908,3600,17.17933083,,,14.11
06 12 2018 01:20,13.91,3601.158936,3600,16.1455307,,,13.91
06 12 2018 01:30,15.9,3601.327881,3600,16.91939926,,,15.9
06 12 2018 01:40,14.33,3599.829102,3600,17.0578804,,,14.33
06 12 2018 01:50,16.12,3601.362061,3600,15.97214031,,,16.12
06 12 2018 02:00,14.78,3601.111084,3600,15.76156044,,,14.78
06 12 2018 02:10,14.92,3601.417969,3600,16.39526939,,,14.92
06 12 2018 02:20,14.7,3601.321045,3600,15.1268301,,,14.7
06 12 2018 02:30,15.9,3601.183105,3600,17.07369041,,,15.9
06 12 2018 02:40,16.38,3601.068115,3600,20.39273071,,,16.38
06 12 2018 02:50,14.31,3600.947998,3600,21.13482094,,,14.31
06 12 2018 03:00,15.75,3601.462891,3600,16.43709946,,,15.75
06 12 2018 03:10,16.03,3600.964111,3600,16.78039932,,,16.03
06 12 2018 03:20,15.36,3599.730957,3600,20.20812988,,,15.36
06 12 2018 03:30,16.16,3601.133057,3600,19.21446037,,,16.16
06 12 2018 03:40,16.35,3601.019043,3600,20.23218918,,,16.35
06 12 2018 03:50,15.86,3601.0271,3600,17.65291023,,,15.86
06 12 2018 04:00,16.06,3600.657959,3600,19.87796021,,,16.06
06 12 2018 04:10,16.38,3601.014893,3600,19.78706932,,,16.38
06 12 2018 04:20,16.53,3601.069092,3600,23.07414055,,,16.53
06 12 2018 04:30,14.97,3600.843018,3600,21.34078026,,,14.97
06 12 2018 04:40,17.01,3601.166016,3600,20.71476936,,,17.01
06 12 2018 04:50,16.91,3600.962891,3600,21.34873009,,,16.91
06 12 2018 05:00,18.04,3600.710938,3600,24.18065071,,,18.04
06 12 2018 05:10,15.81,3600.924072,3600,23.07752991,,,15.81
06 12 2018 05:20,17.03,3600.879883,3600,18.4311409,,,17.03
06 12 2018 05:30,18.55,3601.00293,3600,19.44614983,,,18.55
06 12 2018 05:40,16.8,3596.295898,3600,21.15089035,,,16.8
06 12 2018 05:50,15.54,3600.616943,3600,20.52127075,,,15.54
06 12 2018 06:00,17.22,3600.740967,3600,20.97814941,,,17.22
06 12 2018 06:10,17.67,3600.823975,3600,18.6331501,,,17.67
06 12 2018 06:20,18.04,3600.895996,3600,19.80023003,,,18.04
06 12 2018 06:30,16.71,3600.895996,3600,22.13921928,,,16.71
06 12 2018 06:40,15.92,3594.111084,3600,18.85181046,,,15.92
06 12 2018 06:50,16.1,3601.041016,3600,18.85404968,,,16.1
06 12 2018 07:00,17.28,3600.798096,3600,17.73925018,,,17.28
06 12 2018 07:10,15.66,3592.612061,3600,17.9065094,,,15.66
06 12 2018 07:20,15.51,2988.287109,3600,20.35786057,,,15.51
06 12 2018 07:30,15.82,2648.605957,3600,20.32674026,,,15.82
06 12 2018 07:40,15.04,2455.643066,3600,25.98386955,,,15.04
06 12 2018 07:50,14.92,2421.991943,3600,23.75572014,,,14.92
06 12 2018 08:00,15.23,2409.711914,3600,24.88414955,,,15.23
06 12 2018 08:10,15.69,2438.691895,3600,23.32597923,,,15.69
06 12 2018 08:20,15.71,2441.849121,3600,23.43392944,,,15.71
06 12 2018 08:30,15.18,2421.735107,3600,21.82457924,,,15.18
06 12 2018 08:40,16.38,2337.413086,3600,23.47686958,,,16.38
06 12 2018 08:50,15.37,2195.675049,3600,24.23944092,,,15.37
